mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_svc__C,param_svc__degree,param_svc__gamma,param_svc__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.1215590476989746,0.008882823607089014,0.02428121566772461,0.00047153159122674445,0.1,4,0.001,rbf,"{'svc__C': 0.1, 'svc__degree': 4, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.6057906458797327,0.6057906458797327,0.609375,0.6116071428571429,0.609375,0.6083876869233217,0.002271726880447898,70
0.08221955299377441,0.003847480416464076,0.02102799415588379,0.0009572629927786033,0.1,4,0.001,poly,"{'svc__C': 0.1, 'svc__degree': 4, 'svc__gamma': 0.001, 'svc__kernel': 'poly'}",0.3897550111358575,0.3897550111358575,0.390625,0.39285714285714285,0.390625,0.3907234330257715,0.001135585987879836,84
0.061150550842285156,0.0020095419759704755,0.014674711227416991,0.0012635160746563624,0.1,4,0.01,rbf,"{'svc__C': 0.1, 'svc__degree': 4, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.9910913140311804,0.9933184855233853,0.9866071428571429,1.0,0.9888392857142857,0.991971245625199,0.004596368200093164,48
0.07941718101501465,0.0013648677278546254,0.02068352699279785,0.0032513468688905394,0.1,4,0.01,poly,"{'svc__C': 0.1, 'svc__degree': 4, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.3897550111358575,0.3897550111358575,0.390625,0.39285714285714285,0.390625,0.3907234330257715,0.001135585987879836,84
0.013283157348632812,0.0006145883377458738,0.0033533573150634766,0.00029240236195690725,0.1,4,0.1,rbf,"{'svc__C': 0.1, 'svc__degree': 4, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.9910913140311804,0.9933184855233853,0.984375,0.9977678571428571,0.9910714285714286,0.9915248170537703,0.0043291145981998475,58
0.04206395149230957,0.002624373476516945,0.013915824890136718,0.0017105953585549766,0.1,4,0.1,poly,"{'svc__C': 0.1, 'svc__degree': 4, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.6057906458797327,0.6057906458797327,0.609375,0.6116071428571429,0.609375,0.6083876869233217,0.002271726880447898,70
0.00826559066772461,0.0005430845036236302,0.0024447917938232424,0.00030220362880070337,0.1,4,1.0,rbf,"{'svc__C': 0.1, 'svc__degree': 4, 'svc__gamma': 1, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9933184855233853,0.984375,0.9977678571428571,0.9933035714285714,0.9924166799236399,0.004375312488193868,30
0.0040015697479248045,0.0005068721438966652,0.0015152931213378907,0.0002492779795752575,0.1,4,1.0,poly,"{'svc__C': 0.1, 'svc__degree': 4, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.059711360931396486,0.0048654059110861455,0.014800214767456054,0.001933668463580836,1.0,2,0.001,rbf,"{'svc__C': 1, 'svc__degree': 2, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.9910913140311804,0.9933184855233853,0.9866071428571429,1.0,0.9888392857142857,0.991971245625199,0.004596368200093164,48
0.0690673828125,0.002293922859670598,0.01896357536315918,0.0024093106506085644,1.0,2,0.001,poly,"{'svc__C': 1, 'svc__degree': 2, 'svc__gamma': 0.001, 'svc__kernel': 'poly'}",0.3897550111358575,0.3897550111358575,0.390625,0.39285714285714285,0.390625,0.3907234330257715,0.001135585987879836,84
0.011161327362060547,0.0003255508050184013,0.0035171985626220705,0.00048272610122835914,1.0,2,0.01,rbf,"{'svc__C': 1, 'svc__degree': 2, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.9910913140311804,0.9933184855233853,0.984375,0.9977678571428571,0.9910714285714286,0.9915248170537703,0.0043291145981998475,58
0.041391181945800784,0.00017418499156235804,0.015573263168334961,0.0034858453837746154,1.0,2,0.01,poly,"{'svc__C': 1, 'svc__degree': 2, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.6057906458797327,0.6057906458797327,0.609375,0.6116071428571429,0.609375,0.6083876869233217,0.002271726880447898,70
0.005817842483520508,0.0008555770803153236,0.001760721206665039,0.00022201791045789533,1.0,2,0.1,rbf,"{'svc__C': 1, 'svc__degree': 2, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9933184855233853,0.984375,0.9977678571428571,0.9933035714285714,0.9924166799236399,0.004375312488193868,30
0.007161474227905274,0.0004379869505094961,0.0028385639190673826,0.0003303055985585888,1.0,2,0.1,poly,"{'svc__C': 1, 'svc__degree': 2, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.9910913140311804,0.9955456570155902,0.984375,1.0,0.9910714285714286,0.9924166799236399,0.005206383638693367,30
0.004889249801635742,0.0003418449212156298,0.001796388626098633,0.00019353707129514416,1.0,2,1.0,rbf,"{'svc__C': 1, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9928621142220809,0.004554162548214673,21
0.00451507568359375,0.0003992568830070679,0.0016021728515625,0.0001575716307688433,1.0,2,1.0,poly,"{'svc__C': 1, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.06143760681152344,0.002615023710950026,0.01580843925476074,0.001487137301220728,1.0,3,0.001,rbf,"{'svc__C': 1, 'svc__degree': 3, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.9910913140311804,0.9933184855233853,0.9866071428571429,1.0,0.9888392857142857,0.991971245625199,0.004596368200093164,48
0.07002959251403809,0.001494296737125973,0.017210721969604492,0.0027388239441127372,1.0,3,0.001,poly,"{'svc__C': 1, 'svc__degree': 3, 'svc__gamma': 0.001, 'svc__kernel': 'poly'}",0.3897550111358575,0.3897550111358575,0.390625,0.39285714285714285,0.390625,0.3907234330257715,0.001135585987879836,84
0.01130681037902832,0.00046655072683103794,0.00331268310546875,0.00042126587798228766,1.0,3,0.01,rbf,"{'svc__C': 1, 'svc__degree': 3, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.9910913140311804,0.9933184855233853,0.984375,0.9977678571428571,0.9910714285714286,0.9915248170537703,0.0043291145981998475,58
0.06171402931213379,0.0010829638133513396,0.017953968048095702,0.0033521871939111336,1.0,3,0.01,poly,"{'svc__C': 1, 'svc__degree': 3, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.6057906458797327,0.6057906458797327,0.609375,0.6116071428571429,0.609375,0.6083876869233217,0.002271726880447898,70
0.007783412933349609,0.0016586015994025168,0.00214238166809082,0.0006078405135690862,1.0,3,0.1,rbf,"{'svc__C': 1, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9933184855233853,0.984375,0.9977678571428571,0.9933035714285714,0.9924166799236399,0.004375312488193868,30
0.018458986282348634,0.0019207777506700897,0.007459783554077148,0.0010989112592207188,1.0,3,0.1,poly,"{'svc__C': 1, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.9910913140311804,0.9933184855233853,0.9866071428571429,1.0,0.9888392857142857,0.991971245625199,0.004596368200093164,48
0.004838085174560547,0.0004954213149080914,0.001655721664428711,0.00015312195239996037,1.0,3,1.0,rbf,"{'svc__C': 1, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9928621142220809,0.004554162548214673,21
0.004183578491210938,0.0004703273683506119,0.0014731884002685547,0.00017032407030909155,1.0,3,1.0,poly,"{'svc__C': 1, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.06024298667907715,0.0011025764008846665,0.015549612045288087,0.00017696315447026796,1.0,4,0.001,rbf,"{'svc__C': 1, 'svc__degree': 4, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.9910913140311804,0.9933184855233853,0.9866071428571429,1.0,0.9888392857142857,0.991971245625199,0.004596368200093164,48
0.08284168243408203,0.0038789310043456163,0.019642734527587892,0.004006541613913546,1.0,4,0.001,poly,"{'svc__C': 1, 'svc__degree': 4, 'svc__gamma': 0.001, 'svc__kernel': 'poly'}",0.3897550111358575,0.3897550111358575,0.390625,0.39285714285714285,0.390625,0.3907234330257715,0.001135585987879836,84
0.012384414672851562,0.0004648178436641516,0.00421295166015625,0.0012444980619800846,1.0,4,0.01,rbf,"{'svc__C': 1, 'svc__degree': 4, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.9910913140311804,0.9933184855233853,0.984375,0.9977678571428571,0.9910714285714286,0.9915248170537703,0.0043291145981998475,58
0.08199691772460938,0.004617803864024488,0.017836713790893556,0.001024258265433302,1.0,4,0.01,poly,"{'svc__C': 1, 'svc__degree': 4, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.3897550111358575,0.3897550111358575,0.390625,0.39285714285714285,0.390625,0.3907234330257715,0.001135585987879836,84
0.006005525588989258,0.0007181720408405155,0.0018168926239013673,0.00015508629917687256,1.0,4,0.1,rbf,"{'svc__C': 1, 'svc__degree': 4, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9933184855233853,0.984375,0.9977678571428571,0.9933035714285714,0.9924166799236399,0.004375312488193868,30
0.04392518997192383,0.0023916392246419458,0.016043758392333983,0.001465020749579359,1.0,4,0.1,poly,"{'svc__C': 1, 'svc__degree': 4, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.7305122494432071,0.7282850779510023,0.7321428571428571,0.7366071428571429,0.7321428571428571,0.7319380369074133,0.002729887618851949,69
0.005063676834106445,0.0004755680026581491,0.0017668247222900391,0.000296512919606166,1.0,4,1.0,rbf,"{'svc__C': 1, 'svc__degree': 4, 'svc__gamma': 1, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9928621142220809,0.004554162548214673,21
0.004178094863891602,0.0007393432393562072,0.0018174171447753907,0.0006685855766556659,1.0,4,1.0,poly,"{'svc__C': 1, 'svc__degree': 4, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.01344757080078125,0.0013037714453443623,0.003196048736572266,0.000336218228527295,10.0,2,0.001,rbf,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.9910913140311804,0.9933184855233853,0.984375,0.9977678571428571,0.9910714285714286,0.9915248170537703,0.0043291145981998475,58
0.07079582214355469,0.0015529643329695345,0.01843705177307129,0.002172872973395858,10.0,2,0.001,poly,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.001, 'svc__kernel': 'poly'}",0.6057906458797327,0.6057906458797327,0.609375,0.6116071428571429,0.609375,0.6083876869233217,0.002271726880447898,70
0.0057236671447753905,0.0002954866570339764,0.0019289016723632812,0.00010098737832922935,10.0,2,0.01,rbf,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9933184855233853,0.984375,0.9977678571428571,0.9933035714285714,0.9924166799236399,0.004375312488193868,30
0.03295226097106933,0.0018033105444655855,0.011668729782104491,0.0020055007954070817,10.0,2,0.01,poly,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.9910913140311804,0.9955456570155902,0.984375,1.0,0.9910714285714286,0.9924166799236399,0.005206383638693367,30
0.005139446258544922,0.0006268883762678135,0.0017295360565185546,0.0001857854744643171,10.0,2,0.1,rbf,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9928621142220809,0.004554162548214673,21
0.004443168640136719,0.000399850973764507,0.001880788803100586,0.00023626579154908668,10.0,2,0.1,poly,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.9933184855233853,0.9933184855233853,0.984375,0.9977678571428571,0.9933035714285714,0.9924166799236399,0.004375312488193868,30
0.004813432693481445,0.00044383220415717377,0.0015828132629394532,0.00015985011136983776,10.0,2,1.0,rbf,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'rbf'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.004434442520141602,0.0007827683847191322,0.001432323455810547,0.00016085185394783857,10.0,2,1.0,poly,"{'svc__C': 10, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.011037635803222656,0.00030444898337021693,0.003602123260498047,0.0006803154668599258,10.0,3,0.001,rbf,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.9910913140311804,0.9933184855233853,0.984375,0.9977678571428571,0.9910714285714286,0.9915248170537703,0.0043291145981998475,58
0.06974153518676758,0.00211782297514917,0.019177627563476563,0.001964610776412714,10.0,3,0.001,poly,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 0.001, 'svc__kernel': 'poly'}",0.3897550111358575,0.3897550111358575,0.390625,0.39285714285714285,0.390625,0.3907234330257715,0.001135585987879836,84
0.005987024307250977,0.0006961143571590553,0.0020158767700195314,0.00010532796396227407,10.0,3,0.01,rbf,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9933184855233853,0.984375,0.9977678571428571,0.9933035714285714,0.9924166799236399,0.004375312488193868,30
0.04083867073059082,0.0027690394080599322,0.013194561004638672,0.002387275062885299,10.0,3,0.01,poly,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.6057906458797327,0.6057906458797327,0.609375,0.6116071428571429,0.609375,0.6083876869233217,0.002271726880447898,70
0.004483222961425781,0.0004006293465327291,0.0014312744140625,9.157674693077048e-05,10.0,3,0.1,rbf,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9928621142220809,0.004554162548214673,21
0.005659866333007813,0.0006145464900399134,0.002183389663696289,0.00030143008920879665,10.0,3,0.1,poly,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.9910913140311804,0.9933184855233853,0.984375,1.0,0.9888392857142857,0.9915248170537703,0.005168478691051882,58
0.004847240447998047,0.0003728082152394211,0.001659536361694336,0.00018814973131594766,10.0,3,1.0,rbf,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'rbf'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.003901243209838867,0.0004079622379427352,0.0014574050903320313,0.00013538526325495906,10.0,3,1.0,poly,"{'svc__C': 10, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.010729646682739258,0.0007265579937517059,0.0031078338623046877,0.00030175690821757897,10.0,4,0.001,rbf,"{'svc__C': 10, 'svc__degree': 4, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.9910913140311804,0.9933184855233853,0.984375,0.9977678571428571,0.9910714285714286,0.9915248170537703,0.0043291145981998475,58
0.08221478462219238,0.002470937438440562,0.020032310485839845,0.0021063221120565336,10.0,4,0.001,poly,"{'svc__C': 10, 'svc__degree': 4, 'svc__gamma': 0.001, 'svc__kernel': 'poly'}",0.3897550111358575,0.3897550111358575,0.390625,0.39285714285714285,0.390625,0.3907234330257715,0.001135585987879836,84
0.005112648010253906,0.0003603771076768695,0.0019049644470214844,0.0004280173841467536,10.0,4,0.01,rbf,"{'svc__C': 10, 'svc__degree': 4, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9933184855233853,0.984375,0.9977678571428571,0.9933035714285714,0.9924166799236399,0.004375312488193868,30
0.05821304321289063,0.003942984771132412,0.017479562759399415,0.002302374498832019,10.0,4,0.01,poly,"{'svc__C': 10, 'svc__degree': 4, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.6057906458797327,0.6057906458797327,0.609375,0.6116071428571429,0.609375,0.6083876869233217,0.002271726880447898,70
0.004800033569335937,0.00034996704303442354,0.0016123294830322266,0.00010855201833880522,10.0,4,0.1,rbf,"{'svc__C': 10, 'svc__degree': 4, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9928621142220809,0.004554162548214673,21
0.014678049087524413,0.0004019823050799256,0.006403636932373047,0.0013002599702274177,10.0,4,0.1,poly,"{'svc__C': 10, 'svc__degree': 4, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.9910913140311804,0.9933184855233853,0.9866071428571429,1.0,0.9888392857142857,0.991971245625199,0.004596368200093164,48
0.005143165588378906,0.0007553896476736151,0.001855325698852539,0.00018896103001536112,10.0,4,1.0,rbf,"{'svc__C': 10, 'svc__degree': 4, 'svc__gamma': 1, 'svc__kernel': 'rbf'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.004082393646240234,0.0005194297584663443,0.0015864372253417969,0.00021893712125955103,10.0,4,1.0,poly,"{'svc__C': 10, 'svc__degree': 4, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.005650186538696289,0.00044903298704094136,0.001889801025390625,0.00021574173541364744,100.0,2,0.001,rbf,"{'svc__C': 100, 'svc__degree': 2, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9933184855233853,0.984375,0.9977678571428571,0.9933035714285714,0.9924166799236399,0.004375312488193868,30
0.0405479907989502,0.001356238772509357,0.014340353012084962,0.001067744912511478,100.0,2,0.001,poly,"{'svc__C': 100, 'svc__degree': 2, 'svc__gamma': 0.001, 'svc__kernel': 'poly'}",0.6057906458797327,0.6057906458797327,0.609375,0.6116071428571429,0.609375,0.6083876869233217,0.002271726880447898,70
0.004767370223999023,0.0005644598686825913,0.0016636371612548829,0.0001588969521413872,100.0,2,0.01,rbf,"{'svc__C': 100, 'svc__degree': 2, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9928621142220809,0.004554162548214673,21
0.006921195983886718,0.0006354160033133683,0.0025372028350830076,0.0003126012323369217,100.0,2,0.01,poly,"{'svc__C': 100, 'svc__degree': 2, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.9910913140311804,0.9955456570155902,0.984375,1.0,0.9910714285714286,0.9924166799236399,0.005206383638693367,30
0.004681825637817383,0.0003098177652162241,0.0016865730285644531,0.0003341691338811756,100.0,2,0.1,rbf,"{'svc__C': 100, 'svc__degree': 2, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.003947067260742188,0.0004099091850715911,0.0016216278076171876,0.00036404287660961467,100.0,2,0.1,poly,"{'svc__C': 100, 'svc__degree': 2, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.004541826248168945,0.0002730329511923571,0.0015160083770751954,0.0001099891446612712,100.0,2,1.0,rbf,"{'svc__C': 100, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'rbf'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.003933095932006836,0.0003596322664774374,0.0014830589294433593,0.00016502738160422597,100.0,2,1.0,poly,"{'svc__C': 100, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.9977728285077951,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9937529828189628,0.0049727374417823066,1
0.004960441589355468,0.00036745971734991633,0.0017833709716796875,0.00022423928361080587,100.0,3,0.001,rbf,"{'svc__C': 100, 'svc__degree': 3, 'svc__gamma': 0.001, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9933184855233853,0.984375,0.9977678571428571,0.9933035714285714,0.9924166799236399,0.004375312488193868,30
0.06661324501037598,0.0041607750872153975,0.019093704223632813,0.001179973338973329,100.0,3,0.001,poly,"{'svc__C': 100, 'svc__degree': 3, 'svc__gamma': 0.001, 'svc__kernel': 'poly'}",0.3897550111358575,0.3897550111358575,0.390625,0.39285714285714285,0.390625,0.3907234330257715,0.001135585987879836,84
0.004511642456054688,0.0005495246808603737,0.001542520523071289,0.0001641609411315533,100.0,3,0.01,rbf,"{'svc__C': 100, 'svc__degree': 3, 'svc__gamma': 0.01, 'svc__kernel': 'rbf'}",0.9933184855233853,0.9955456570155902,0.984375,0.9977678571428571,0.9933035714285714,0.9928621142220809,0.004554162548214673,21
0.03458271026611328,0.0020083625338627297,0.013247442245483399,0.000462952142847535,100.0,3,0.01,poly,"{'svc__C': 100, 'svc__degree': 3, 'svc__gamma': 0.01, 'svc__kernel': 'poly'}",0.6057906458797327,0.6057906458797327,0.609375,0.6116071428571429,0.609375,0.6083876869233217,0.002271726880447898,70
