mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
12.406285429000855,0.15285298110864579,1.9243698596954346,0.05341991582713108,10.0,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.8894830659536542,0.8680926916221033,0.8484848484848485,0.8875,0.8464285714285714,0.8679978354978355,0.01837361347341388,8
12.340642595291138,0.13917128530734194,2.2142515659332274,0.06664934436549395,10.0,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.8966131907308378,0.8805704099821747,0.8716577540106952,0.8910714285714286,0.8714285714285714,0.8822682709447417,0.010161074696375227,6
12.21728253364563,0.20781639963409135,1.9329813480377198,0.041149735837524105,10.0,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.8894830659536542,0.8680926916221033,0.8484848484848485,0.8875,0.8464285714285714,0.8679978354978355,0.01837361347341388,8
12.172767448425294,0.08683727228508606,2.3479590892791746,0.04193983638063272,10.0,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.5080213903743316,0.4919786096256685,0.49554367201426025,0.5071428571428571,0.5089285714285714,0.5023230201171378,0.0071035477021916,20
12.308790445327759,0.3342824133343773,2.4558127403259276,0.4074989634637587,10.0,0.001,linear,"{'C': 10, 'gamma': 0.001, 'kernel': 'linear'}",0.8894830659536542,0.8680926916221033,0.8484848484848485,0.8875,0.8464285714285714,0.8679978354978355,0.01837361347341388,8
11.709424352645874,0.19863873977352223,3.335931587219238,0.15849794527867153,10.0,0.001,rbf,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.39215686274509803,0.39215686274509803,0.39037433155080214,0.39107142857142857,0.39107142857142857,0.39136618283677105,0.0006939565638016944,22
14.249024200439454,0.23201047488584656,1.7573365688323974,0.034146146384498234,100.0,1.0,linear,"{'C': 100, 'gamma': 1, 'kernel': 'linear'}",0.8734402852049911,0.8520499108734403,0.8342245989304813,0.8642857142857143,0.8321428571428572,0.8512286732874967,0.016235291050184297,12
13.026201248168945,0.8727068127115661,2.2538454055786135,0.014204773918540563,100.0,1.0,rbf,"{'C': 100, 'gamma': 1, 'kernel': 'rbf'}",0.7967914438502673,0.7950089126559715,0.7789661319073083,0.8017857142857143,0.7875,0.7920104405398523,0.007973742735459774,16
11.742173385620116,0.14731694704938014,1.8433949947357178,0.04247529519150005,100.0,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.8734402852049911,0.8520499108734403,0.8342245989304813,0.8642857142857143,0.8321428571428572,0.8512286732874967,0.016235291050184297,12
11.784960794448853,0.12911489740894347,2.1507375717163084,0.049077651546065255,100.0,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8912655971479501,0.8805704099821747,0.8716577540106952,0.8928571428571429,0.8678571428571429,0.8808416093710211,0.010060275196709089,7
11.755321359634399,0.17588089472959526,1.8461142539978028,0.04582979986546582,100.0,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.8734402852049911,0.8520499108734403,0.8342245989304813,0.8642857142857143,0.8321428571428572,0.8512286732874967,0.016235291050184297,12
11.930435371398925,0.09196801027099294,2.157473087310791,0.015034161915670897,100.0,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8983957219251337,0.8877005347593583,0.8680926916221033,0.8964285714285715,0.8696428571428572,0.8840520753756047,0.012919416446823631,1
11.795931816101074,0.1397562047310107,1.8150062084197998,0.04157991510843616,100.0,0.001,linear,"{'C': 100, 'gamma': 0.001, 'kernel': 'linear'}",0.8734402852049911,0.8520499108734403,0.8342245989304813,0.8642857142857143,0.8321428571428572,0.8512286732874967,0.016235291050184297,12
11.339223766326905,0.08031670966278755,2.141875743865967,0.11540766108562339,100.0,0.001,rbf,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",0.5133689839572193,0.5026737967914439,0.49910873440285203,0.5125,0.5142857142857142,0.5083874458874458,0.006249138593020274,19
